vid,date
h11-113.2014,2014-01-10
s10-113.2014,2014-01-14
s9-113.2014,2014-01-14
s11-113.2014,2014-01-15
h22-113.2014,2014-01-16
s14-113.2014,2014-01-27
h25-113.2014,2014-01-27
h30-113.2014,2014-01-28
h26-113.2014,2014-01-28
h35-113.2014,2014-02-04
h34-113.2014,2014-02-04
h38-113.2014,2014-02-05
h42-113.2014,2014-02-05
h41-113.2014,2014-02-05
h52-113.2014,2014-02-06
h56-113.2014,2014-02-10
h55-113.2014,2014-02-10
h61-113.2014,2014-02-11
s29-113.2014,2014-02-11
h60-113.2014,2014-02-11
h59-113.2014,2014-02-11
s35-113.2014,2014-02-12
s36-113.2014,2014-02-24
h69-113.2014,2014-02-26
h70-113.2014,2014-02-26
h78-113.2014,2014-02-27
h84-113.2014,2014-02-27
h71-113.2014,2014-02-27
h74-113.2014,2014-02-27
s47-113.2014,2014-02-27
h79-113.2014,2014-02-27
h88-113.2014,2014-02-28
h92-113.2014,2014-03-04
h95-113.2014,2014-03-05
s49-113.2014,2014-03-05
h97-113.2014,2014-03-05
s50-113.2014,2014-03-05
h114-113.2014,2014-03-06
h108-113.2014,2014-03-06
h106-113.2014,2014-03-06
h103-113.2014,2014-03-06
s64-113.2014,2014-03-11
h115-113.2014,2014-03-11
s65-113.2014,2014-03-11
s67-113.2014,2014-03-12
h123-113.2014,2014-03-12
h121-113.2014,2014-03-12
s71-113.2014,2014-03-12
h126-113.2014,2014-03-13
h130-113.2014,2014-03-13
h134-113.2014,2014-03-14
s79-113.2014,2014-03-24
s85-113.2014,2014-03-26
s87-113.2014,2014-03-26
s86-113.2014,2014-03-26
h148-113.2014,2014-03-27
h154-113.2014,2014-04-02
h166-113.2014,2014-04-07
h169-113.2014,2014-04-08
h167-113.2014,2014-04-08
h172-113.2014,2014-04-09
s105-113.2014,2014-04-09
h176-113.2014,2014-04-10
h179-113.2014,2014-04-28
s116-113.2014,2014-04-29
s111-113.2014,2014-04-29
s112-113.2014,2014-04-29
s122-113.2014,2014-04-30
s117-113.2014,2014-04-30
h187-113.2014,2014-04-30
s121-113.2014,2014-04-30
s123-113.2014,2014-04-30
h193-113.2014,2014-05-01
s128-113.2014,2014-05-01
s124-113.2014,2014-05-01
s130-113.2014,2014-05-05
h196-113.2014,2014-05-06
s131-113.2014,2014-05-06
h201-113.2014,2014-05-07
h199-113.2014,2014-05-07
s133-113.2014,2014-05-07
h206-113.2014,2014-05-08
h217-113.2014,2014-05-09
h216-113.2014,2014-05-09
h213-113.2014,2014-05-09
s141-113.2014,2014-05-12
s147-113.2014,2014-05-14
s157-113.2014,2014-05-15
h222-113.2014,2014-05-20
h226-113.2014,2014-05-21
h229-113.2014,2014-05-21
h233-113.2014,2014-05-22
h238-113.2014,2014-05-22
h235-113.2014,2014-05-22
h237-113.2014,2014-05-22
h246-113.2014,2014-05-29
h250-113.2014,2014-05-29
h261-113.2014,2014-05-30
h259-113.2014,2014-05-30
h269-113.2014,2014-05-30
h256-113.2014,2014-05-30
h264-113.2014,2014-05-30
h263-113.2014,2014-05-30
s165-113.2014,2014-06-03
s166-113.2014,2014-06-03
h273-113.2014,2014-06-09
h272-113.2014,2014-06-09
h274-113.2014,2014-06-09
s178-113.2014,2014-06-09
h292-113.2014,2014-06-10
h293-113.2014,2014-06-10
h290-113.2014,2014-06-10
h281-113.2014,2014-06-10
h285-113.2014,2014-06-10
h283-113.2014,2014-06-10
h280-113.2014,2014-06-10
s185-113.2014,2014-06-11
h299-113.2014,2014-06-11
h305-113.2014,2014-06-11
h306-113.2014,2014-06-11
h312-113.2014,2014-06-12
h310-113.2014,2014-06-12
s191-113.2014,2014-06-12
h309-113.2014,2014-06-12
s194-113.2014,2014-06-16
h314-113.2014,2014-06-17
s199-113.2014,2014-06-17
h313-113.2014,2014-06-17
h323-113.2014,2014-06-19
h327-113.2014,2014-06-19
h320-113.2014,2014-06-19
h318-113.2014,2014-06-19
h330-113.2014,2014-06-19
h332-113.2014,2014-06-20
s203-113.2014,2014-06-23
s202-113.2014,2014-06-23
h339-113.2014,2014-06-23
h345-113.2014,2014-06-24
s206-113.2014,2014-06-24
s210-113.2014,2014-06-24
h361-113.2014,2014-06-26
h362-113.2014,2014-06-26
s218-113.2014,2014-07-07
h369-113.2014,2014-07-08
h372-113.2014,2014-07-09
h373-113.2014,2014-07-09
s219-113.2014,2014-07-09
h377-113.2014,2014-07-09
h386-113.2014,2014-07-10
h392-113.2014,2014-07-10
h396-113.2014,2014-07-10
h382-113.2014,2014-07-10
h381-113.2014,2014-07-10
s220-113.2014,2014-07-10
h391-113.2014,2014-07-10
h394-113.2014,2014-07-10
h405-113.2014,2014-07-14
s222-113.2014,2014-07-15
s225-113.2014,2014-07-15
h409-113.2014,2014-07-15
h417-113.2014,2014-07-16
h422-113.2014,2014-07-16
s226-113.2014,2014-07-16
h424-113.2014,2014-07-16
s230-113.2014,2014-07-17
h433-113.2014,2014-07-22
h443-113.2014,2014-07-24
h442-113.2014,2014-07-24
h444-113.2014,2014-07-24
h453-113.2014,2014-07-25
h459-113.2014,2014-07-29
h465-113.2014,2014-07-30
h471-113.2014,2014-07-31
s252-113.2014,2014-07-31
h472-113.2014,2014-07-31
h479-113.2014,2014-08-01
h481-113.2014,2014-09-08
h489-113.2014,2014-09-09
h492-113.2014,2014-09-10
h490-113.2014,2014-09-10
s261-113.2014,2014-09-11
h495-113.2014,2014-09-11
s264-113.2014,2014-09-15
h505-113.2014,2014-09-17
h508-113.2014,2014-09-17
h507-113.2014,2014-09-17
h510-113.2014,2014-09-18
s269-113.2014,2014-09-18
h512-113.2014,2014-09-18
s268-113.2014,2014-09-18
s273-113.2014,2014-11-13
s274-113.2014,2014-11-13
h522-113.2014,2014-11-18
s281-113.2014,2014-11-18
s282-113.2014,2014-11-18
s285-113.2014,2014-11-19
s287-113.2014,2014-11-19
h526-113.2014,2014-11-19
h530-113.2014,2014-11-20
h533-113.2014,2014-12-01
s293-113.2014,2014-12-02
s301-113.2014,2014-12-03
h545-113.2014,2014-12-03
s302-113.2014,2014-12-03
h541-113.2014,2014-12-03
s308-113.2014,2014-12-04
h548-113.2014,2014-12-04
s313-113.2014,2014-12-04
h550-113.2014,2014-12-04
s317-113.2014,2014-12-08
s321-113.2014,2014-12-09
h556-113.2014,2014-12-10
h559-113.2014,2014-12-10
s325-113.2014,2014-12-12
s348-113.2014,2014-12-13
s352-113.2014,2014-12-13
s335-113.2014,2014-12-13
s331-113.2014,2014-12-13
s333-113.2014,2014-12-13
s332-113.2014,2014-12-13
s346-113.2014,2014-12-13
s355-113.2014,2014-12-15
s359-113.2014,2014-12-16
h10-114.2015,2015-01-07
h9-114.2015,2015-01-07
h24-114.2015,2015-01-13
h23-114.2015,2015-01-13
h22-114.2015,2015-01-13
h20-114.2015,2015-01-13
h29-114.2015,2015-01-14
h33-114.2015,2015-01-14
s6-114.2015,2015-01-20
s5-114.2015,2015-01-20
s4-114.2015,2015-01-20
s11-114.2015,2015-01-21
s10-114.2015,2015-01-21
s17-114.2015,2015-01-22
s25-114.2015,2015-01-22
s19-114.2015,2015-01-22
h45-114.2015,2015-01-22
h48-114.2015,2015-01-27
s35-114.2015,2015-01-28
s46-114.2015,2015-01-29
s42-114.2015,2015-01-29
s48-114.2015,2015-01-29
h55-114.2015,2015-02-03
h58-114.2015,2015-02-03
h56-114.2015,2015-02-03
h63-114.2015,2015-02-04
h59-114.2015,2015-02-04
h61-114.2015,2015-02-04
s53-114.2015,2015-02-05
h68-114.2015,2015-02-05
h70-114.2015,2015-02-10
h69-114.2015,2015-02-10
h72-114.2015,2015-02-11
h80-114.2015,2015-02-12
h87-114.2015,2015-02-25
s58-114.2015,2015-02-25
h95-114.2015,2015-02-26
h99-114.2015,2015-02-26
h93-114.2015,2015-02-26
h92-114.2015,2015-02-26
h101-114.2015,2015-02-27
s59-114.2015,2015-02-27
h104-114.2015,2015-02-27
s62-114.2015,2015-02-27
h102-114.2015,2015-02-27
h100-114.2015,2015-02-27
h107-114.2015,2015-03-02
s65-114.2015,2015-03-02
s70-114.2015,2015-03-12
h114-114.2015,2015-03-16
h113-114.2015,2015-03-16
h120-114.2015,2015-03-17
h122-114.2015,2015-03-18
h131-114.2015,2015-03-23
h130-114.2015,2015-03-23
s84-114.2015,2015-03-24
s81-114.2015,2015-03-24
h138-114.2015,2015-03-25
s92-114.2015,2015-03-25
s118-114.2015,2015-03-26
s112-114.2015,2015-03-26
s95-114.2015,2015-03-26
s116-114.2015,2015-03-26
s103-114.2015,2015-03-26
s99-114.2015,2015-03-26
s110-114.2015,2015-03-26
s121-114.2015,2015-03-26
s93-114.2015,2015-03-26
s114-114.2015,2015-03-26
s119-114.2015,2015-03-26
s107-114.2015,2015-03-26
s104-114.2015,2015-03-26
h149-114.2015,2015-04-14
s139-114.2015,2015-04-14
h148-114.2015,2015-04-14
s137-114.2015,2015-04-14
s141-114.2015,2015-04-14
h157-114.2015,2015-04-15
s153-114.2015,2015-04-15
s150-114.2015,2015-04-15
s154-114.2015,2015-04-16
h162-114.2015,2015-04-21
h166-114.2015,2015-04-22
h170-114.2015,2015-04-22
s165-114.2015,2015-04-23
h172-114.2015,2015-04-23
s166-114.2015,2015-04-27
h175-114.2015,2015-04-28
h177-114.2015,2015-04-29
h178-114.2015,2015-04-29
h201-114.2015,2015-04-30
h192-114.2015,2015-04-30
h184-114.2015,2015-04-30
h203-114.2015,2015-04-30
h200-114.2015,2015-04-30
h190-114.2015,2015-04-30
h204-114.2015,2015-04-30
h210-114.2015,2015-05-01
h214-114.2015,2015-05-01
s170-114.2015,2015-05-05
s176-114.2015,2015-05-12
h220-114.2015,2015-05-12
h216-114.2015,2015-05-12
h217-114.2015,2015-05-12
h224-114.2015,2015-05-13
h226-114.2015,2015-05-14
h232-114.2015,2015-05-14
s179-114.2015,2015-05-14
h231-114.2015,2015-05-14
h235-114.2015,2015-05-15
h238-114.2015,2015-05-15
h254-114.2015,2015-05-20
h257-114.2015,2015-05-20
h256-114.2015,2015-05-20
h252-114.2015,2015-05-20
h260-114.2015,2015-05-20
s189-114.2015,2015-05-22
s193-114.2015,2015-05-22
s186-114.2015,2015-05-22
h266-114.2015,2015-06-01
h270-114.2015,2015-06-02
h268-114.2015,2015-06-02
s199-114.2015,2015-06-02
h290-114.2015,2015-06-03
h295-114.2015,2015-06-03
h275-114.2015,2015-06-03
h291-114.2015,2015-06-03
h281-114.2015,2015-06-03
h288-114.2015,2015-06-03
h289-114.2015,2015-06-03
h308-114.2015,2015-06-04
h302-114.2015,2015-06-04
s202-114.2015,2015-06-04
s203-114.2015,2015-06-04
h320-114.2015,2015-06-09
h321-114.2015,2015-06-09
s205-114.2015,2015-06-09
h327-114.2015,2015-06-09
h316-114.2015,2015-06-09
h309-114.2015,2015-06-09
h317-114.2015,2015-06-09
h338-114.2015,2015-06-10
h332-114.2015,2015-06-10
h333-114.2015,2015-06-10
h346-114.2015,2015-06-11
h360-114.2015,2015-06-11
h347-114.2015,2015-06-11
h348-114.2015,2015-06-11
h349-114.2015,2015-06-11
h361-114.2015,2015-06-12
h362-114.2015,2015-06-12
h364-114.2015,2015-06-15
s209-114.2015,2015-06-16
h368-114.2015,2015-06-16
h371-114.2015,2015-06-17
s215-114.2015,2015-06-18
s216-114.2015,2015-06-18
s221-114.2015,2015-07-07
h402-114.2015,2015-07-08
h423-114.2015,2015-07-08
h419-114.2015,2015-07-08
h421-114.2015,2015-07-08
h400-114.2015,2015-07-08
h412-114.2015,2015-07-08
h406-114.2015,2015-07-08
h401-114.2015,2015-07-08
h403-114.2015,2015-07-08
s228-114.2015,2015-07-09
s229-114.2015,2015-07-09
h428-114.2015,2015-07-09
h424-114.2015,2015-07-09
h426-114.2015,2015-07-09
h429-114.2015,2015-07-09
h431-114.2015,2015-07-10
s231-114.2015,2015-07-13
h437-114.2015,2015-07-14
h435-114.2015,2015-07-14
s236-114.2015,2015-07-14
s240-114.2015,2015-07-15
h447-114.2015,2015-07-16
s246-114.2015,2015-07-16
s247-114.2015,2015-07-16
s242-114.2015,2015-07-16
h444-114.2015,2015-07-16
s244-114.2015,2015-07-16
h449-114.2015,2015-07-21
h453-114.2015,2015-07-22
h456-114.2015,2015-07-22
h461-114.2015,2015-07-23
h465-114.2015,2015-07-23
h468-114.2015,2015-07-27
h472-114.2015,2015-07-28
h479-114.2015,2015-07-28
h477-114.2015,2015-07-28
h474-114.2015,2015-07-28
h488-114.2015,2015-07-29
s261-114.2015,2015-07-30
s263-114.2015,2015-09-08
h490-114.2015,2015-09-08
h492-114.2015,2015-09-10
h493-114.2015,2015-09-11
h501-114.2015,2015-09-17
h503-114.2015,2015-09-17
h497-114.2015,2015-09-17
h505-114.2015,2015-09-18
s269-114.2015,2015-09-22
s270-114.2015,2015-09-24
h511-114.2015,2015-09-25
h510-114.2015,2015-09-25
h516-114.2015,2015-09-25
h520-114.2015,2015-09-28
h525-114.2015,2015-09-30
h528-114.2015,2015-09-30
h533-114.2015,2015-10-01
s273-114.2015,2015-10-01
s275-114.2015,2015-10-06
s277-114.2015,2015-10-07
h541-114.2015,2015-10-08
h545-114.2015,2015-10-09
h547-114.2015,2015-10-09
s280-114.2015,2015-10-20
h557-114.2015,2015-10-21
h565-114.2015,2015-10-22
h561-114.2015,2015-10-22
h560-114.2015,2015-10-22
h566-114.2015,2015-10-22
s282-114.2015,2015-10-22
h568-114.2015,2015-10-23
h569-114.2015,2015-10-26
h572-114.2015,2015-10-27
s285-114.2015,2015-10-27
s291-114.2015,2015-10-27
s288-114.2015,2015-10-27
h570-114.2015,2015-10-27
h577-114.2015,2015-10-28
h579-114.2015,2015-10-28
s294-114.2015,2015-10-30
h592-114.2015,2015-11-03
h590-114.2015,2015-11-03
h587-114.2015,2015-11-03
h614-114.2015,2015-11-04
h596-114.2015,2015-11-04
h611-114.2015,2015-11-04
h625-114.2015,2015-11-05
h619-114.2015,2015-11-05
s298-114.2015,2015-11-05
s301-114.2015,2015-11-10
h632-114.2015,2015-11-17
h633-114.2015,2015-11-17
s306-114.2015,2015-11-17
h637-114.2015,2015-11-18
h634-114.2015,2015-11-18
h643-114.2015,2015-11-19
h640-114.2015,2015-11-19
h652-114.2015,2015-12-01
h646-114.2015,2015-12-01
h650-114.2015,2015-12-01
h659-114.2015,2015-12-02
h664-114.2015,2015-12-02
h663-114.2015,2015-12-02
h656-114.2015,2015-12-02
s326-114.2015,2015-12-03
s316-114.2015,2015-12-03
s327-114.2015,2015-12-03
h672-114.2015,2015-12-03
h666-114.2015,2015-12-03
s329-114.2015,2015-12-03
s314-114.2015,2015-12-03
s324-114.2015,2015-12-03
s332-114.2015,2015-12-07
h679-114.2015,2015-12-08
s333-114.2015,2015-12-08
h689-114.2015,2015-12-10
h690-114.2015,2015-12-11
h692-114.2015,2015-12-11
h694-114.2015,2015-12-15
h6-114.2016,2016-01-06
h4-114.2016,2016-01-06
h5-114.2016,2016-01-06
h11-114.2016,2016-01-07
h13-114.2016,2016-01-07
h15-114.2016,2016-01-07
h8-114.2016,2016-01-07
h17-114.2016,2016-01-07
h30-114.2016,2016-01-08
s2-114.2016,2016-01-12
h42-114.2016,2016-01-12
s5-114.2016,2016-01-21
s8-114.2016,2016-01-28
h46-114.2016,2016-02-01
h47-114.2016,2016-02-01
s12-114.2016,2016-02-02
h48-114.2016,2016-02-02
s10-114.2016,2016-02-02
h58-114.2016,2016-02-03
h61-114.2016,2016-02-03
h59-114.2016,2016-02-03
s17-114.2016,2016-02-04
h64-114.2016,2016-02-09
h65-114.2016,2016-02-10
h68-114.2016,2016-02-10
h72-114.2016,2016-02-11
s22-114.2016,2016-02-11
h79-114.2016,2016-02-12
h81-114.2016,2016-02-12
h89-114.2016,2016-02-25
h100-114.2016,2016-02-26
h101-114.2016,2016-02-26
h94-114.2016,2016-02-26
h98-114.2016,2016-02-26
h104-114.2016,2016-03-01
s28-114.2016,2016-03-02
s30-114.2016,2016-03-02
s29-114.2016,2016-03-02
s31-114.2016,2016-03-03
h106-114.2016,2016-03-03
h111-114.2016,2016-03-14
h113-114.2016,2016-03-14
h123-114.2016,2016-03-15
h120-114.2016,2016-03-15
h125-114.2016,2016-03-16
h132-114.2016,2016-03-22
h136-114.2016,2016-03-23
h152-114.2016,2016-04-15
h153-114.2016,2016-04-18
h159-114.2016,2016-04-20
s56-114.2016,2016-04-20
s57-114.2016,2016-04-21
h164-114.2016,2016-04-26
h167-114.2016,2016-04-27
h177-114.2016,2016-04-28
h179-114.2016,2016-04-29
h178-114.2016,2016-04-29
s66-114.2016,2016-05-09
h180-114.2016,2016-05-10
s70-114.2016,2016-05-11
h185-114.2016,2016-05-11
h182-114.2016,2016-05-11
s68-114.2016,2016-05-11
h184-114.2016,2016-05-11
h191-114.2016,2016-05-13
h193-114.2016,2016-05-13
s72-114.2016,2016-05-16
h199-114.2016,2016-05-17
h208-114.2016,2016-05-18
h204-114.2016,2016-05-18
h209-114.2016,2016-05-18
h211-114.2016,2016-05-18
h206-114.2016,2016-05-18
h221-114.2016,2016-05-19
h225-114.2016,2016-05-19
h227-114.2016,2016-05-19
h226-114.2016,2016-05-19
s81-114.2016,2016-05-19
h237-114.2016,2016-05-24
h232-114.2016,2016-05-24
h231-114.2016,2016-05-24
h249-114.2016,2016-05-25
h250-114.2016,2016-05-25
h261-114.2016,2016-05-25
h262-114.2016,2016-05-25
h246-114.2016,2016-05-25
h268-114.2016,2016-05-26
h266-114.2016,2016-05-26
s91-114.2016,2016-06-07
h271-114.2016,2016-06-07
s90-114.2016,2016-06-07
h280-114.2016,2016-06-08
h278-114.2016,2016-06-08
s96-114.2016,2016-06-09
h287-114.2016,2016-06-09
h288-114.2016,2016-06-09
h286-114.2016,2016-06-09
h289-114.2016,2016-06-10
h296-114.2016,2016-06-10
s97-114.2016,2016-06-10
h291-114.2016,2016-06-10
h297-114.2016,2016-06-13
s99-114.2016,2016-06-14
h329-114.2016,2016-06-16
h308-114.2016,2016-06-16
h332-114.2016,2016-06-16
h323-114.2016,2016-06-16
h313-114.2016,2016-06-16
h331-114.2016,2016-06-16
h316-114.2016,2016-06-16
h306-114.2016,2016-06-16
h322-114.2016,2016-06-16
h333-114.2016,2016-06-16
h318-114.2016,2016-06-16
s103-114.2016,2016-06-20
h336-114.2016,2016-06-21
s108-114.2016,2016-06-22
h339-114.2016,2016-06-23
s109-114.2016,2016-06-23
s111-114.2016,2016-06-27
s113-114.2016,2016-06-29
s114-114.2016,2016-06-29
h347-114.2016,2016-07-05
h361-114.2016,2016-07-06
h369-114.2016,2016-07-06
h359-114.2016,2016-07-06
s118-114.2016,2016-07-06
h355-114.2016,2016-07-06
s121-114.2016,2016-07-06
h354-114.2016,2016-07-06
h351-114.2016,2016-07-06
h374-114.2016,2016-07-06
h366-114.2016,2016-07-06
h386-114.2016,2016-07-07
h396-114.2016,2016-07-07
h403-114.2016,2016-07-11
h401-114.2016,2016-07-11
h419-114.2016,2016-07-12
h408-114.2016,2016-07-12
h428-114.2016,2016-07-12
h429-114.2016,2016-07-12
h411-114.2016,2016-07-12
h417-114.2016,2016-07-12
h430-114.2016,2016-07-12
h412-114.2016,2016-07-12
h443-114.2016,2016-07-13
h449-114.2016,2016-07-13
h464-114.2016,2016-07-13
h435-114.2016,2016-07-13
h463-114.2016,2016-07-13
s127-114.2016,2016-07-13
h439-114.2016,2016-07-13
h447-114.2016,2016-07-13
s134-114.2016,2016-07-14
h470-114.2016,2016-07-14
h466-114.2016,2016-07-14
h473-114.2016,2016-07-14
s131-114.2016,2016-07-14
h477-114.2016,2016-07-14
s135-114.2016,2016-09-06
h479-114.2016,2016-09-06
h486-114.2016,2016-09-07
h481-114.2016,2016-09-07
h493-114.2016,2016-09-08
h494-114.2016,2016-09-09
h496-114.2016,2016-09-12
h500-114.2016,2016-09-13
s140-114.2016,2016-09-14
s139-114.2016,2016-09-14
h507-114.2016,2016-09-14
h516-114.2016,2016-09-14
h505-114.2016,2016-09-14
s142-114.2016,2016-09-15
h522-114.2016,2016-09-20
h533-114.2016,2016-09-21
h527-114.2016,2016-09-21
h524-114.2016,2016-09-21
h541-114.2016,2016-09-21
h525-114.2016,2016-09-21
h528-114.2016,2016-09-21
h538-114.2016,2016-09-21
h548-114.2016,2016-09-22
h542-114.2016,2016-09-22